prix,surface,ville,type_bien,nb_pieces,source
1 250 000 DT,590 m²,Sousse,villa,,tecnocasa
275 000 DT,123 m²,Sousse,appartement,3 pièces,tecnocasa
380 000 DT,187 m²,Sousse,appartement,3 pièces,tecnocasa
380 000 DT,134 m²,Sousse,appartement,4 pièces,tecnocasa
199 500 DT,399 m²,Sousse,terrain,,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",834 m²,Sousse,villa,7 pièces,tecnocasa
580 000 DT,139 m²,Sousse,appartement,3 pièces,tecnocasa
230 000 DT,39 m²,Sousse,appartement,,tecnocasa
1 180 000 DT,378 m²,Sousse,villa,,tecnocasa
514 701 DT,115 m²,Sousse,appartement,3 pièces,tecnocasa
538 118 DT,133 m²,Sousse,appartement,4 pièces,tecnocasa
308 500 DT,96 m²,Sousse,appartement,3 pièces,tecnocasa
265 000 DT,117 m²,Sousse,appartement,4 pièces,tecnocasa
250 000 DT,100 m²,Sousse,appartement,3 pièces,tecnocasa
146 000 DT,64 m²,Sousse,appartement,1 pièce,tecnocasa
150 000 DT,60 m²,Sousse,appartement,1 pièce,tecnocasa
420 000 DT,160 m²,Sousse,appartement,4 pièces,tecnocasa
240 000 DT,100 m²,Sousse,appartement,3 pièces,tecnocasa
190 000 DT,105 m²,Sousse,appartement,3 pièces,tecnocasa
520 000 DT,300 m²,Sousse,villa,3 pièces,tecnocasa
98 000 DT,108 m²,Sousse,appartement,3 pièces,tecnocasa
187 000 DT,70 m²,Sousse,appartement,2 pièces,tecnocasa
210 000 DT,100 m²,Sousse,appartement,2 pièces,tecnocasa
145 000 DT,70 m²,Sousse,appartement,1 pièce,tecnocasa
410 000 DT,432 m²,Sousse,terrain,,tecnocasa
388 000 DT,409 m²,Sousse,terrain,,tecnocasa
298 230 DT,67 m²,Sousse,appartement,2 pièces,tecnocasa
1 400 000 DT,500 m²,Sousse,villa,4 pièces,tecnocasa
210 000 DT,80 m²,Sousse,appartement,4 pièces,tecnocasa
340 000 DT,120 m²,Sousse,appartement,4 pièces,tecnocasa
120 000 DT,50 m²,Sousse,appartement,2 pièces,tecnocasa
415 000 DT,195 m²,Sousse,appartement,3 pièces,tecnocasa
2 100 000 DT,730 m²,Sousse,villa,,tecnocasa
480 000 DT,146 m²,Sousse,appartement,3 pièces,tecnocasa
1 090 000 DT,896 m²,Sousse,villa,6 pièces,tecnocasa
1 080 000 DT,650 m²,Sousse,villa,5 pièces,tecnocasa
1 380 000 DT,1050 m²,Sousse,villa,3 pièces,tecnocasa
785 000 DT,439 m²,Sousse,villa,,tecnocasa
280 000 DT,105 m²,Sousse,appartement,2 pièces,tecnocasa
259 000 DT,230 m²,Sousse,villa,3 pièces,tecnocasa
208 000 DT,262 m²,Sousse,terrain,,tecnocasa
155 000 DT,197 m²,Sousse,appartement,3 pièces,tecnocasa
495 000 DT,450 m²,Sousse,villa,3 pièces,tecnocasa
420 000 DT,150 m²,Sousse,appartement,3 pièces,tecnocasa
520 000 DT,312 m²,Sousse,villa,3 pièces,tecnocasa
710 000 DT,510 m²,Sousse,villa,,tecnocasa
185 000 DT,57 m²,Sousse,appartement,2 pièces,tecnocasa
242 000 DT,529 m²,Sousse,terrain,,tecnocasa
600 000 DT,368 m²,Sousse,villa,,tecnocasa
851 000 DT,476 m²,Sousse,appartement,4 pièces,tecnocasa
335 000 DT,203 m²,Sousse,villa,3 pièces,tecnocasa
270 000 DT,180 m²,Sousse,appartement,2 pièces,tecnocasa
561 000 DT,374 m²,Sousse,terrain,,tecnocasa
414 000 DT,553 m²,Sousse,terrain,,tecnocasa
223 200 DT,319 m²,Sousse,terrain,,tecnocasa
380 000 DT,110 m²,Sousse,villa,,tecnocasa
275 000 DT,145 m²,Sousse,villa,,tecnocasa
75 000 DT,70 m²,Sousse,appartement,2 pièces,tecnocasa
63 000 DT,485 m²,Sousse,terrain,3 pièces,tecnocasa
180 000 DT,100 m²,Sousse,appartement,3 pièces,tecnocasa
1 050 000 DT,600 m²,Sousse,villa,5 pièces,tecnocasa
410 294 DT,103 m²,Sousse,appartement,3 pièces,tecnocasa
485 000 DT,211 m²,Sousse,appartement,5 pièces,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",122 m²,Sousse,appartement,3 pièces,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",161 m²,Sousse,appartement,4 pièces,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",288 m²,Sousse,appartement,5 pièces,tecnocasa
600 000 DT,286 m²,Sousse,villa,4 pièces,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",170 m²,Sousse,villa,,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",296 m²,Sousse,appartement,4 pièces,tecnocasa
281 000 DT,64 m²,Sousse,appartement,,tecnocasa
1 125 000 DT,1167 m²,Sousse,villa,,tecnocasa
245 000 DT,391 m²,Sousse,terrain,,tecnocasa
404 000 DT,449 m²,Sousse,terrain,,tecnocasa
540 000 DT,454 m²,Sousse,terrain,,tecnocasa
700 000 DT,1111 m²,Sousse,terrain,,tecnocasa
70 000 DT,70 m²,Sousse,appartement,3 pièces,tecnocasa
350 000 DT,110 m²,Sousse,appartement,3 pièces,tecnocasa
505 000 DT,459 m²,Sousse,terrain,,tecnocasa
220 000 DT,134 m²,Sousse,appartement,4 pièces,tecnocasa
480 000 DT,331 m²,Sousse,villa,,tecnocasa
480 000 DT,307 m²,Sousse,villa,3 pièces,tecnocasa
840 000 DT,539 m²,Sousse,villa,4 pièces,tecnocasa
336 000 DT,263 m²,Sousse,villa,,tecnocasa
795 000 DT,600 m²,Sousse,villa,,tecnocasa
680 000 DT,716 m²,Sousse,villa,4 pièces,tecnocasa
440 000 DT,121 m²,Sousse,appartement,3 pièces,tecnocasa
220 000 DT,452 m²,Sousse,terrain,,tecnocasa
250 000 DT,95 m²,Sousse,appartement,,tecnocasa
350 000 DT,67 m²,Sousse,appartement,3 pièces,tecnocasa
650 000 DT,480 m²,Sousse,villa,,tecnocasa
550 000 DT,495 m²,Sousse,terrain,,tecnocasa
180 000 DT,90 m²,Sousse,appartement,3 pièces,tecnocasa
135 000 DT,80 m²,Sousse,appartement,2 pièces,tecnocasa
240 000 DT,100 m²,Sousse,appartement,,tecnocasa
310 000 DT,75 m²,Sousse,appartement,2 pièces,tecnocasa
560 000 DT,751 m²,Sousse,terrain,,tecnocasa
325 000 DT,250 m²,Sousse,villa,,tecnocasa
1 450 000 DT,2230 m²,Sousse,villa,,tecnocasa
380 000 DT,160 m²,Sousse,villa,,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",65 m²,Sousse,appartement,1 pièce,tecnocasa
412 425 DT,3055 m²,Sousse,terrain,,tecnocasa
490 000 DT,4290 m²,Sousse,terrain,,tecnocasa
180 000 DT,300 m²,Sousse,villa,,tecnocasa
70 000 DT,77 m²,Sousse,appartement,3 pièces,tecnocasa
470 000 DT,300 m²,Sousse,villa,,tecnocasa
415 000 DT,553 m²,Sousse,terrain,,tecnocasa
320 000 DT,133 m²,Sousse,appartement,4 pièces,tecnocasa
696 000 DT,557 m²,Sousse,terrain,,tecnocasa
568 000 DT,455 m²,Sousse,terrain,,tecnocasa
275 000 DT,195 m²,Sousse,terrain,,tecnocasa
265 000 DT,110 m²,Sousse,appartement,2 pièces,tecnocasa
315 000 DT,112 m²,Sousse,appartement,2 pièces,tecnocasa
520 000 DT,170 m²,Sousse,villa,3 pièces,tecnocasa
370 000 DT,155 m²,Sousse,villa,,tecnocasa
1 600 000 DT,1100 m²,Sousse,villa,,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",1159 m²,Sousse,terrain,,tecnocasa
150 000 DT,2764 m²,Sousse,terrain,,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",75 m²,Sousse,appartement,2 pièces,tecnocasa
660 000 DT,430 m²,Sousse,villa,3 pièces,tecnocasa
406 000 DT,140 m²,Sousse,appartement,3 pièces,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",1138 m²,Sousse,terrain,,tecnocasa
340 000 DT,120 m²,Sousse,appartement,3 pièces,tecnocasa
310 000 DT,210 m²,Sousse,villa,,tecnocasa
290 000 DT,125 m²,Sousse,appartement,3 pièces,tecnocasa
135 000 DT,120 m²,Sousse,appartement,4 pièces,tecnocasa
187 000 DT,85 m²,Sousse,appartement,2 pièces,tecnocasa
900 000 DT,360 m²,Sousse,villa,3 pièces,tecnocasa
245 000 DT,67 m²,Sousse,appartement,,tecnocasa
850 000 DT,496 m²,Sousse,terrain,,tecnocasa
271 000 DT,375 m²,Sousse,terrain,,tecnocasa
420 000 DT,87 m²,Sousse,appartement,1 pièce,tecnocasa
343 000 DT,127 m²,Sousse,appartement,2 pièces,tecnocasa
347 000 DT,105 m²,Sousse,appartement,2 pièces,tecnocasa
360 000 DT,65 m²,Sousse,appartement,2 pièces,tecnocasa
335 000 DT,145 m²,Sousse,appartement,4 pièces,tecnocasa
756 000 DT,2778 m²,Sousse,terrain,,tecnocasa
325 000 DT,89 m²,Sousse,appartement,3 pièces,tecnocasa
237 000 DT,417 m²,Sousse,terrain,,tecnocasa
260 000 DT,112 m²,Sousse,villa,,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",1194 m²,Sousse,terrain,,tecnocasa
75 000 DT,1382 m²,Sousse,terrain,,tecnocasa
160 000 DT,100 m²,Sousse,appartement,2 pièces,tecnocasa
530 000 DT,86 m²,Sousse,appartement,2 pièces,tecnocasa
290 000 DT,412 m²,Sousse,terrain,,tecnocasa
300 000 DT,204 m²,Sousse,appartement,4 pièces,tecnocasa
194 000 DT,94 m²,Sousse,appartement,3 pièces,tecnocasa
558 000 DT,137 m²,Sousse,appartement,3 pièces,tecnocasa
148 000 DT,90 m²,Sousse,appartement,2 pièces,tecnocasa
160 000 DT,100 m²,Sousse,appartement,3 pièces,tecnocasa
255 000 DT,425 m²,Sousse,terrain,,tecnocasa
197 220 DT,346 m²,Sousse,terrain,,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",113 m²,Sousse,appartement,2 pièces,tecnocasa
510 000 DT,150 m²,Sousse,appartement,3 pièces,tecnocasa
180 000 DT,2600 m²,Sousse,terrain,,tecnocasa
147 000 DT,72 m²,Sousse,appartement,3 pièces,tecnocasa
620 000 DT,465 m²,Sousse,villa,,tecnocasa
250 000 DT,103 m²,Sousse,appartement,3 pièces,tecnocasa
240 000 DT,90 m²,Sousse,appartement,3 pièces,tecnocasa
255 000 DT,80 m²,Sousse,appartement,3 pièces,tecnocasa
420 000 DT,120 m²,Sousse,appartement,2 pièces,tecnocasa
345 000 DT,108 m²,Sousse,appartement,3 pièces,tecnocasa
373 200 DT,140 m²,Sousse,appartement,3 pièces,tecnocasa
186 000 DT,93 m²,Sousse,appartement,2 pièces,tecnocasa
750 000 DT,466 m²,Sousse,villa,,tecnocasa
447 000 DT,160 m²,Sousse,appartement,4 pièces,tecnocasa
415 000 DT,145 m²,Sousse,appartement,3 pièces,tecnocasa
880 000 DT,400 m²,Sousse,appartement,4 pièces,tecnocasa
360 000 DT,480 m²,Sousse,villa,3 pièces,tecnocasa
290 000 DT,101 m²,Sousse,appartement,4 pièces,tecnocasa
155 000 DT,80 m²,Sousse,appartement,3 pièces,tecnocasa
230 000 DT,329 m²,Sousse,terrain,,tecnocasa
210 000 DT,117 m²,Sousse,appartement,3 pièces,tecnocasa
210 000 DT,167 m²,Sousse,appartement,2 pièces,tecnocasa
210 000 DT,136 m²,Sousse,appartement,2 pièces,tecnocasa
285 000 DT,62 m²,Sousse,appartement,1 pièce,tecnocasa
888 000 DT,450 m²,Sousse,terrain,,tecnocasa
410 000 DT,105 m²,Sousse,appartement,2 pièces,tecnocasa
350 000 DT,143 m²,Sousse,appartement,4 pièces,tecnocasa
365 000 DT,123 m²,Sousse,appartement,2 pièces,tecnocasa
340 000 DT,137 m²,Sousse,appartement,3 pièces,tecnocasa
380 000 DT,167 m²,Sousse,appartement,2 pièces,tecnocasa
120 000 DT,467 m²,Sousse,terrain,,tecnocasa
300 000 DT,1223 m²,Sousse,terrain,,tecnocasa
260 000 DT,135 m²,Sousse,appartement,3 pièces,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",775 m²,Sousse,villa,6 pièces,tecnocasa
900 000 DT,450 m²,Sousse,villa,5 pièces,tecnocasa
165 000 DT,105 m²,Sousse,appartement,,tecnocasa
960 000 DT,420 m²,Sousse,villa,5 pièces,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",120 m²,Sousse,appartement,3 pièces,tecnocasa
295 000 DT,141 m²,Sousse,appartement,3 pièces,tecnocasa
540 000 DT,601 m²,Sousse,terrain,,tecnocasa
135 000 DT,85 m²,Sousse,appartement,2 pièces,tecnocasa
190 000 DT,368 m²,Sousse,terrain,,tecnocasa
300 000 DT,65 m²,Sousse,appartement,1 pièce,tecnocasa
895 000 DT,269 m²,Sousse,villa,4 pièces,tecnocasa
300 000 DT,150 m²,Sousse,appartement,3 pièces,tecnocasa
2 313 000 DT,2313 m²,Sousse,terrain,,tecnocasa
200 000 DT,85 m²,Sousse,appartement,2 pièces,tecnocasa
288 800 DT,304 m²,Sousse,terrain,,tecnocasa
408 000 DT,90 m²,Sousse,appartement,2 pièces,tecnocasa
90 000 DT,85 m²,Sousse,appartement,3 pièces,tecnocasa
714 000 DT,397 m²,Sousse,terrain,,tecnocasa
677 300 DT,521 m²,Sousse,terrain,,tecnocasa
684 000 DT,570 m²,Sousse,terrain,,tecnocasa
550 000 DT,500 m²,Sousse,terrain,,tecnocasa
140 000 DT,70 m²,Sousse,appartement,,tecnocasa
290 000 DT,117 m²,Sousse,appartement,2 pièces,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",881 m²,Sousse,villa,,tecnocasa
1 060 000 DT,480 m²,Sousse,villa,,tecnocasa
400 000 DT,565 m²,Sousse,terrain,,tecnocasa
391 000 DT,109 m²,Sousse,appartement,3 pièces,tecnocasa
439 296 DT,133 m²,Sousse,appartement,3 pièces,tecnocasa
800 000 DT,548 m²,Sousse,villa,6 pièces,tecnocasa
154 000 DT,41 m²,Sousse,appartement,1 pièce,tecnocasa
2 200 000 DT,1150 m²,Sousse,villa,,tecnocasa
372 000 DT,140 m²,Sousse,appartement,,tecnocasa
864 000 DT,432 m²,Sousse,terrain,,tecnocasa
660 000 DT,550 m²,Sousse,terrain,,tecnocasa
550 000 DT,175 m²,Sousse,appartement,3 pièces,tecnocasa
330 000 DT,246 m²,Sousse,villa,,tecnocasa
300 000 DT,240 m²,Sousse,villa,,tecnocasa
177 536 DT,55 m²,Sousse,appartement,1 pièce,tecnocasa
750 000 DT,690 m²,Sousse,villa,,tecnocasa
185 000 DT,254 m²,Sousse,villa,,tecnocasa
145 000 DT,247 m²,Sousse,terrain,,tecnocasa
540 000 DT,167 m²,Sousse,appartement,3 pièces,tecnocasa
126 000 DT,30 m²,Sousse,appartement,,tecnocasa
225 000 DT,124 m²,Sousse,appartement,4 pièces,tecnocasa
780 000 DT,3873 m²,Sousse,terrain,,tecnocasa
230 000 DT,479 m²,Sousse,terrain,,tecnocasa
290 000 DT,158 m²,Sousse,villa,,tecnocasa
290 000 DT,190 m²,Sousse,appartement,4 pièces,tecnocasa
400 000 DT,143 m²,Sousse,appartement,3 pièces,tecnocasa
230 000 DT,79 m²,Sousse,appartement,4 pièces,tecnocasa
320 000 DT,130 m²,Sousse,appartement,2 pièces,tecnocasa
380 500 DT,118 m²,Sousse,appartement,3 pièces,tecnocasa
130 000 DT,500 m²,Sousse,terrain,,tecnocasa
750 000 DT,230 m²,Sousse,appartement,4 pièces,tecnocasa
544 000 DT,544 m²,Sousse,terrain,,tecnocasa
850 000 DT,446 m²,Sousse,terrain,,tecnocasa
117 000 DT,1241 m²,Sousse,terrain,,tecnocasa
1 100 000 DT,415 m²,Sousse,villa,,tecnocasa
204 000 DT,2147 m²,Sousse,terrain,,tecnocasa
83 000 DT,417 m²,Sousse,terrain,,tecnocasa
564 000 DT,2254 m²,Sousse,terrain,,tecnocasa
337 330 DT,427 m²,Sousse,terrain,,tecnocasa
750 000 DT,614 m²,Sousse,terrain,,tecnocasa
220 000 DT,100 m²,Sousse,villa,,tecnocasa
219 000 DT,69 m²,Sousse,appartement,1 pièce,tecnocasa
"<span class=""trattativaRiservata"">Informations en agence</span>",1002 m²,Sousse,villa,,tecnocasa
700 000 DT,405 m²,Sousse,terrain,,tecnocasa
165 000 DT,1200 m²,Sousse,terrain,,tecnocasa
345 000 DT,93 m²,Sousse,appartement,3 pièces,tecnocasa
340 000 DT,180 m²,Sousse,villa,,tecnocasa
630.000,225 m²,JARDINS D'EL MENZAH 1,Duplex,,century21
,475 m²,RIADH LANDLOUS,Villa,,century21
415.000,137 m²,RIADH LANDLOUS,Appartement,,century21
1.600,2000 m²,SIDI DAOUD,Terrain Promoteur,,century21
500.000,192 m²,NABEUL CENTRE,Villa,,century21
60.000,50 m²,EL MENZAH 5,,,century21
535.000,144 m²,CITÉ EL WAFA AFH 2,Appartement,,century21
564.000,97 m²,JARDINS DE CARTHAGE,Appartement,,century21
,80 m²,LES BERGES DU LAC 2,,,century21
330.000,100 m²,CENTRE URBAIN NORD,Appartement,,century21
1.500,419 m²,CHOTRANA 3,Terrain Villa,,century21
665.600,832 m²,SIDI FREJ,Terrain Villa,,century21
,380 m²,EL MENZAH 6,Villa,,century21
,1000 m²,EL MENZAH 9,Villa,,century21
840.000,286 m²,CHOTRANA 1,Appartement,,century21
265.000,119 m²,EL MANAR 1,Appartement,,century21
900.000,170 m²,JARDINS DE CARTHAGE,Appartement,,century21
446.500,1786 m²,LEBNA,Terrain Villa,,century21
,400 m²,GAMMARTH VILLAGE,Appartement,,century21
1.800.000,223 m²,JARDINS DE CARTHAGE,Triplex,,century21
370.000,160 m²,DAR FADHAL,Villa,,century21
950.000,293 m²,LA SOUKRA,Villa,,century21
520.000,120 m²,GAMMARTH SUP,Appartement,,century21
195.000,130 m²,CITE ENNOUZHA,Appartement,,century21
490.000,117 m²,AIN ZAGHOUAN NORD,Appartement,,century21
1.600.000,320 m²,LES BERGES DU LAC 2,Duplex,,century21
680.000,197 m²,GAMMARTH FORÊT,Appartement,,century21
330.000,127 m²,CHOTRANA 1,Appartement,,century21
300.000,128 m²,AIN ZAGHOUAN,Appartement,,century21
,280 m²,BAB BHAR,Appartement,,century21
1.300.000,200 m²,EL MENZAH 5,Villa,,century21
750.000,397 m²,MUTUELLEVILLE,Rdc de Villa,,century21
,650 m²,JARDINS D'EL MENZAH 2,Villa,,century21
515.000,151 m²,CENTRE URBAIN NORD,Appartement,,century21
350.000,128 m²,JARDINS D'EL MENZAH 1,Appartement,,century21
2.100.000,300 m²,LES BERGES DU LAC 2,Penthouse,,century21
1.300.000,500 m²,LA SOUKRA,Villa,,century21
1.200.000,340 m²,CITÉ MAHRAJÈNE,Villa,,century21
225.000,86 m²,AFH1,Étage de Villa,,century21
,704 m²,GAMMARTH SUP,Villa,,century21
2.500.000,320 m²,GAMMARTH SUP,Villa,,century21
1.550.000,400 m²,EL MANAR 2,Villa,,century21
620.000,160 m²,EL MENZAH 5,Rdc de Villa,,century21
390.000,90 m²,JARDINS DE CARTHAGE,Appartement,,century21
6.000,157 m²,LA NOUVELLE SOUKRA,Local Commercial,,century21
220.000,54 m²,LA NOUVELLE SOUKRA,Appartement,,century21
460.000,128 m²,CHOTRANA 1,Appartement,,century21
620.000,140 m²,AIN ZAGHOUAN NORD,Appartement,,century21
280.000,85 m²,GAMMARTH VILLAGE,Appartement,,century21
315.000,700 m²,CITE ENNASR 2,Terrain Villa,,century21
350.000,104 m²,CITÉ EL WAFA AFH 2,Appartement,,century21
,134 m²,CHARGUIA 2,Appartement,,century21
,54 m²,LES BERGES DU LAC 2,Appartement,,century21
300.000,114 m²,CITÉ LES PALMERAIES,Appartement,,century21
,860 m²,EL MENZAH 7,Villa,,century21
239.000,78 m²,CHOTRANA 1,Appartement,,century21
390.000,166 m²,JARDINS D'EL MENZAH 2,Appartement,,century21
650.000,131 m²,JARDINS DE CARTHAGE,Appartement,,century21
640.000,129 m²,JARDINS DE CARTHAGE,Appartement,,century21
775.000,155 m²,JARDINS DE CARTHAGE,Appartement,,century21
257.500,144 m²,LA MANNOUBA,Duplex,,century21
3.000.000,800 m²,LA SOUKRA,Villa,,century21
2.000.000,300 m²,EL MENZAH 1,Villa,,century21
1.276.000,880 m²,EL MENZAH 9,Terrain Villa,,century21
650.000,160 m²,CITÉ JASMIN,Appartement,,century21
13.000,113 m²,JARDINS DE CARTHAGE,Local Commercial,,century21
13.000,120 m²,JARDINS DE CARTHAGE,Local Commercial,,century21
,104 m²,RIADH LANDLOUS,Penthouse,,century21
260.000,99 m²,EL MENZAH 4,Appartement,,century21
8.500,115 m²,JARDINS DE CARTHAGE,Local Commercial,,century21
941.000,160 m²,JARDINS DE CARTHAGE,Appartement,,century21
,374 m²,CHOTRANA 2,Villa,,century21
280.000,112 m²,LA MANNOUBA,Appartement,,century21
280.000,112 m²,LA MANNOUBA,Appartement,,century21
,360 m²,MEGRINE COTEAU,Villa,,century21
850.000,216 m²,LES BERGES DU LAC 2,Bureau,,century21
1.200.000,599 m²,EL MENZAH 9,Villa,,century21
290.000,80 m²,CITÉ LES PALMERAIES,Bureau,,century21
,133 m²,NABEUL CENTRE,Local Commercial,,century21
,77 m²,CITE ENNASR 1,Appartement,,century21
345.000,50 m²,MARSA STADE,Appartement,,century21
850.000,130 m²,CITÉ DES JUGES 2,Villa,,century21
155.000,52 m²,CENTRE URBAIN NORD,Bureau,,century21
124.000,78 m²,LA NOUVELLE SOUKRA,,,century21
,1207 m²,EL MENZAH 5,Terrain Promoteur,,century21
1.500.000,373 m²,JARDINS DE CARTHAGE,Penthouse,,century21
350.000,104 m²,EL MANAR 1,Appartement,,century21
435.000,151 m²,EL MENZAH 7,Appartement,,century21
350.000,101 m²,AIN ZAGHOUAN NORD,Appartement,,century21
750.000,188 m²,JARDINS DE CARTHAGE,Appartement,,century21
350.000,80 m²,JARDINS DE CARTHAGE,Appartement,,century21
1.100.000,450 m²,SIDI FREJ,Villa,,century21
2.400.000,500 m²,CHOTRANA 3,Villa,,century21
870.000,153 m²,JARDINS DE CARTHAGE,Appartement,,century21
225.000,64 m²,AOUINA,Appartement,,century21
680.000,178 m²,CITÉ EL WAFA AFH 2,Appartement,,century21
1.300.000,185 m²,LES BERGES DU LAC 2,Appartement,,century21
1.400.000,292 m²,JARDINS DE CARTHAGE,Appartement,,century21
170.000,51 m²,NABEUL CENTRE,Appartement,,century21
310.000,113 m²,EL MENZAH 9,Appartement,,century21
1.500.000,350 m²,LA SOUKRA,Villa,,century21
1.150.000,320 m²,CITÉ EL KHALIL,Duplex,,century21
1.500.000,500 m²,DAR FADHAL,Villa,,century21
1.900.000,900 m²,CEBALET BEN AMMAR,Villa,,century21
790.000,183 m²,JARDINS DE CARTHAGE,Appartement,,century21
335.000,103 m²,CITÉ EL MAHRSI 2,Appartement,,century21
,915 m²,NOTRE DAME,Villa,,century21
1.150.000,1100 m²,EL MENZAH 7,Villa,,century21
680.000,420 m²,EL MANAR 1,Villa,,century21
980.000,170 m²,HAMMAMET NORD,Villa,,century21
1.100.000,750 m²,DAR FADHAL,Immeuble,,century21
1.450.000,289 m²,LA SOUKRA,Appartement,,century21
,3600 m²,MREZGA,Villa,,century21
279.000,130 m²,JARDINS D'EL MENZAH 2,Appartement,,century21
300.000,69 m²,CITÉ LES PALMERAIES,Bureau,,century21
1.100.000,300 m²,CHOTRANA 3,Villa,,century21
635.000,170 m²,AIN ZAGHOUAN NORD,Appartement,,century21
380.000,136 m²,LA SOUKRA,Appartement,,century21
385.000,85 m²,AIN ZAGHOUAN NORD,Appartement,,century21
315.000,77 m²,LA SOUKRA,Appartement,,century21
370.000,91 m²,CITÉ EL WAFA AFH 2,Appartement,,century21
,18000 m²,AIN KEMICHA,,,century21
335.000,394 m²,CHOTRANA 3,Terrain Villa,,century21
1.200.000,416 m²,KORBA HACHED,Villa,,century21
444.000,200 m²,HAMMAMET SUD,Appartement,,century21
1.600.000,320 m²,MUTUELLEVILLE,Villa,,century21
,162 m²,RIADH LANDLOUS,Appartement,,century21
345.000,62 m²,AIN ZAGHOUAN NORD,Appartement,,century21
930.000,160 m²,JARDINS DE CARTHAGE,Appartement,,century21
670.000,91 m²,GAMMARTH TOURISTIQUE,Appartement,,century21
350.000,70 m²,JARDINS DE CARTHAGE,Appartement,,century21
230.000,86 m²,JARDINS D'EL AOUINA,Appartement,,century21
1.400.000,230 m²,ROUTE DU RELAIS,Villa,,century21
385.000,88 m²,AIN ZAGHOUAN NORD,Appartement,,century21
1.350.000,295 m²,CHOTRANA 1,Villa,,century21
682.000,117 m²,JARDINS DE CARTHAGE,Appartement,,century21
420.000,175 m²,CHOTRANA 1,,,century21
,150 m²,EL OMRANE,Villa,,century21
970.000,230 m²,LA SOUKRA,Villa,,century21
1.000,548 m²,CHAFFAR,Terrain Villa,,century21
395.000,140 m²,AIN ZAGHOUAN,Appartement,,century21
475.000,104 m²,CITÉ EL WAFA AFH 2,Appartement,,century21
370.000,168 m²,CITE ENNASR 1,Appartement,,century21
,300 m²,MREZGA,Villa,,century21
320.000,146 m²,EL MENZAH 6,Appartement,,century21
720.000,200 m²,JARDINS DE CARTHAGE,Appartement,,century21
950.000,200 m²,EL MENZAH 5,Villa,,century21
190.000,140 m²,LA NOUVELLE SOUKRA,,,century21
380.000,400 m²,LA SOUKRA,,,century21
838.000,138 m²,AIN ZAGHOUAN,Appartement,,century21
850.000,226 m²,CHOTRANA 2,Duplex,,century21
249.000,81 m²,CHOTRANA 1,Appartement,,century21
545.000,92 m²,JARDINS DE CARTHAGE,Appartement,,century21
2.100.000,285 m²,GAMMARTH SUP,Appartement,,century21
2.100.000,541 m²,EL MENZAH 5,Villa,,century21
280.000,151 m²,EL MENZAH 8,Appartement,,century21
620.000,200 m²,ROUTE DU RELAIS,Appartement,,century21
590.000,300 m²,KSAR SAID BARDO,Villa,,century21
230.000,134 m²,CITÉ EL KHADRA,Appartement,,century21
,300 m²,MUTUELLEVILLE,Villa,,century21
1.100.000,406 m²,CHOTRANA 1,Appartement,,century21
1.050.000,550 m²,EL MENZAH 9,Villa,,century21
750.000,156 m²,AIN ZAGHOUAN NORD,Appartement,,century21
720.000,178 m²,CHOTRANA 2,Appartement,,century21
230.000,55 m²,CITÉ EL WAFA AFH 2,Appartement,,century21
1.800.000,480 m²,EL MENZAH 5,Villa,,century21
250.000,238 m²,SIDI DAOUD,,,century21
4.000.000,100 m²,GAMMARTH TOURISTIQUE,Villa,,century21
795.000,228 m²,JARDINS DE CARTHAGE,Appartement,,century21
1.000,987 m²,KORBA HACHED,,,century21
950.000,500 m²,EL MENZAH 8,Villa,,century21
1.580.000,155 m²,GOLDEN TULIPE,Villa,,century21
1.950.000,800 m²,LA SOUKRA,Villa,,century21
1.380.000,243 m²,LES BERGES DU LAC 2,Triplex,,century21
500.000,144 m²,DAR FADHAL,Appartement,,century21
520.000,330 m²,BÉNI KHIAR PLAGE,Villa,,century21
,330 m²,CITE ENNASR 2,Triplex,,century21
35.000,35 m²,EL MENZAH 8,Local Commercial,,century21
830.000,284 m²,CITE DES JUGES,Duplex,,century21
,220 m²,CITE ENNASR 1,Villa,,century21
5.500.000,1200 m²,ROUTE DE LA MARSA,Immeuble,,century21
1.400.000,400 m²,EL MENZAH 6,Villa,,century21
550.000,142 m²,DAR FADHAL,Appartement,,century21
1.200.000,352 m²,DAR FADHAL,Appartement,,century21
271.000,301 m²,CITÉ BOU MHEL,Terrain Villa,,century21
675.000,500 m²,CHOTRANA 3,Terrain Villa,,century21
