address,area,area_m2,baths,beds,city,external_id,image,price,property_type,rooms,source,status,title,url
2010 La Manouba Manouba Tunisie,,,,,La Manouba,12,,580000,2,,remax,,La Manouba Manouba Tunisie,https://www.remax.com.tn/listings/12
El Menzah 1 Tunis Tunisie,,,,,El Menzah 1,28,,0,2,,remax,,El Menzah 1 Tunis Tunisie,https://www.remax.com.tn/listings/28
La Soukra- La Soukra La Soukra Ariana Tunisie,,,,,La Soukra,389,,6000,1,,remax,,La Soukra Ariana Tunisie,https://www.remax.com.tn/listings/389
La Soukra Ariana Tunisie,,,,,La Soukra,388,,923200,2,,remax,,La Soukra Ariana Tunisie,https://www.remax.com.tn/listings/388
Nabeul 8000 Nabeul Nabeul Tunisie,A,,,,Nabeul,16,,410000,2,,remax,,Nabeul Nabeul Tunisie,https://www.remax.com.tn/listings/16
Mornag Ben Arous Tunisie,,,,,Mornag,55,,830000,2,,remax,,Mornag Ben Arous Tunisie,https://www.remax.com.tn/listings/55
Meghira Centre Fouchana Ben Arous Tunisie,,,,,Fouchana,10,,6000,1,,remax,6,Fouchana Ben Arous Tunisie,https://www.remax.com.tn/listings/10
El Haouaria Nabeul Tunisie,Centre ville,,,,El Haouaria,194,,2200000,1,,remax,,El Haouaria Nabeul Tunisie,https://www.remax.com.tn/listings/194
Djerba - Houmt Souk Médenine Tunisie,,,,,Djerba - Houmt Souk,6,,159000,2,,remax,,Djerba - Houmt Souk Médenine Tunisie,https://www.remax.com.tn/listings/6
Cité El Faouz 2037 Ennasr 1-2 Ariana Tunisie,,,,,Ennasr 1-2,11,,1500000,2,,remax,,Ennasr 1-2 Ariana Tunisie,https://www.remax.com.tn/listings/11
Mégrine Ben Arous Tunisie,,,,,Mégrine,146,,16000,1,,remax,,Mégrine Ben Arous Tunisie,https://www.remax.com.tn/listings/146
Les berges du lac 1 Tunis Tunisie,,,,,Les berges du lac 1,67,,2500,1,,remax,,Les berges du lac 1 Tunis Tunisie,https://www.remax.com.tn/listings/67
Les berges du lac 1 Tunis Tunisie,,,,,Les berges du lac 1,4,,6500,1,,remax,,Les berges du lac 1 Tunis Tunisie,https://www.remax.com.tn/listings/4
La Soukra Ariana Tunisie,,,,,La Soukra,153,,0,1,,remax,,La Soukra Ariana Tunisie,https://www.remax.com.tn/listings/153
Alain Savary Tunis Tunisie,,,,,Alain Savary,152,,1200000,1,,remax,,Alain Savary Tunis Tunisie,https://www.remax.com.tn/listings/152
Ain Zaghouan Tunis Tunisie,,,,,Ain Zaghouan,21,,670000,2,,remax,,Ain Zaghouan Tunis Tunisie,https://www.remax.com.tn/listings/21
El Batan Manouba Tunisie,,,,,El Batan,30,,85000,2,,remax,,El Batan Manouba Tunisie,https://www.remax.com.tn/listings/30
Les berges du lac 1 Tunis Tunisie,,,,,Les berges du lac 1,323,,6768300,1,,remax,,Les berges du lac 1 Tunis Tunisie,https://www.remax.com.tn/listings/323
Sidi Daoud La Marsa Tunis Tunisie,,,,,La Marsa,322,,0,1,,remax,,La Marsa Tunis Tunisie,https://www.remax.com.tn/listings/322
Djerba - Midoun 4116 Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,143,,8500000,1,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/143
Kélibia Nabeul Tunisie,,,,,Kélibia,192,,1900000,2,,remax,,Kélibia Nabeul Tunisie,https://www.remax.com.tn/listings/192
Nabeul Nabeul Tunisie,,,,,Nabeul,63,,360000,2,,remax,,Nabeul Nabeul Tunisie,https://www.remax.com.tn/listings/63
Sidi Hmed Hammamet Nabeul Tunisie,,,,,Hammamet,65,,990000,2,,remax,,Hammamet Nabeul Tunisie,https://www.remax.com.tn/listings/65
Sidi Hmed Hammamet Nabeul Tunisie,,,,,Hammamet,77,,850000,2,,remax,,Hammamet Nabeul Tunisie,https://www.remax.com.tn/listings/77
8090 Kélibia Nabeul Tunisie,,,,,Kélibia,193,,200000,2,,remax,,Kélibia Nabeul Tunisie,https://www.remax.com.tn/listings/193
8000 Nabeul Nabeul Tunisie,,,,,Nabeul,15,,420000,2,,remax,,Nabeul Nabeul Tunisie,https://www.remax.com.tn/listings/15
8000 Nabeul Nabeul Tunisie,,,,,Nabeul,13,,1500,2,,remax,,Nabeul Nabeul Tunisie,https://www.remax.com.tn/listings/13
Mutuelle Ville Tunis Tunisie,,,,,Mutuelle Ville,97,,7500,1,,remax,,Mutuelle Ville Tunis Tunisie,https://www.remax.com.tn/listings/97
Cité El Mahrsi 1 Nabeul Nabeul Tunisie,,,,,Nabeul,64,,730000,2,,remax,,Nabeul Nabeul Tunisie,https://www.remax.com.tn/listings/64
Djerba - Houmt Souk Médenine Tunisie,,,,,Djerba - Houmt Souk,105,,600000,2,,remax,,Djerba - Houmt Souk Médenine Tunisie,https://www.remax.com.tn/listings/105
Djerba - Houmt Souk Médenine Tunisie,,,,,Djerba - Houmt Souk,104,,350000,2,,remax,,Djerba - Houmt Souk Médenine Tunisie,https://www.remax.com.tn/listings/104
Marsa Erriadh La Marsa Tunis Tunisie,,,,,La Marsa,33,,770000,2,,remax,,La Marsa Tunis Tunisie,https://www.remax.com.tn/listings/33
12 Rue singapour Marsa Erriadh La Marsa Tunis Tunisie,,,,,La Marsa,35,,570000,2,,remax,,La Marsa Tunis Tunisie,https://www.remax.com.tn/listings/35
Marsa Erriadh La Marsa Tunis Tunisie,,,,,La Marsa,34,,590000,2,,remax,,La Marsa Tunis Tunisie,https://www.remax.com.tn/listings/34
Jardins d’El Menzah2 Tunis Tunisie,,,,,Jardins d’El Menzah2,120,,1250,2,,remax,,Jardins d’El Menzah2 Tunis Tunisie,https://www.remax.com.tn/listings/120
La Soukra Ariana Tunisie,,,,,La Soukra,27,,1500,1,,remax,,La Soukra Ariana Tunisie,https://www.remax.com.tn/listings/27
Raoued Ariana Tunisie,,,,,Raoued,26,,0,2,,remax,,Raoued Ariana Tunisie,https://www.remax.com.tn/listings/26
Cité El Ghazala Ariana Tunisie,,,,,Cité El Ghazala,332,,3488,1,,remax,,Cité El Ghazala Ariana Tunisie,https://www.remax.com.tn/listings/332
Zone Industrielle du Kram (lac ind) Tunis Tunisie,,,,,Zone Industrielle du Kram (lac ind),5,,3488,1,,remax,,Zone Industrielle du Kram (lac ind) Tunis Tunisie,https://www.remax.com.tn/listings/5
El Menzah 5 Ariana Tunisie,,,,,El Menzah 5,8,,250000,1,,remax,,El Menzah 5 Ariana Tunisie,https://www.remax.com.tn/listings/8
Djerba - Ajim Médenine Tunisie,groo,,,,Djerba - Ajim,103,,220000,2,,remax,,Djerba - Ajim Médenine Tunisie,https://www.remax.com.tn/listings/103
3000 Habbana 2 Sfax Tunisie,0,,,,Habbana 2,6,,900000,2,,remax,,Habbana 2 Sfax Tunisie,https://www.remax.com.tn/listings/6
Tunis Centre Ville Tunis Tunisie,,,,,Tunis Centre Ville,150,,3000,1,,remax,,Tunis Centre Ville Tunis Tunisie,https://www.remax.com.tn/listings/150
Carthage Byrsa Carthage Byrsa Tunis Tunisie,,,,,Carthage Byrsa,10,,110000,1,,remax,,Carthage Byrsa Tunis Tunisie,https://www.remax.com.tn/listings/10
L'Aouina Tunis Tunisie,,,,,L'Aouina,11,,700,1,,remax,,L'Aouina Tunis Tunisie,https://www.remax.com.tn/listings/11
Borj Louzir Ariana Tunisie,,,,,Borj Louzir,53,,850000,2,,remax,,Borj Louzir Ariana Tunisie,https://www.remax.com.tn/listings/53
Lac 3 Cité du Park Tunis Tunisie,,,,,Lac 3 Cité du Park,143,,34000,1,,remax,,Lac 3 Cité du Park Tunis Tunisie,https://www.remax.com.tn/listings/143
El Menzah 5 Ariana Tunisie,,,,,El Menzah 5,141,,250000,1,,remax,,El Menzah 5 Ariana Tunisie,https://www.remax.com.tn/listings/141
Ennasr 1-2 Ariana Tunisie,,,,,Ennasr 1-2,7,,527000,2,,remax,,Ennasr 1-2 Ariana Tunisie,https://www.remax.com.tn/listings/7
Ennasr 1-2 Ariana Tunisie,,,,,Ennasr 1-2,6,,369000,2,,remax,,Ennasr 1-2 Ariana Tunisie,https://www.remax.com.tn/listings/6
Hammamet Sud Nabeul Tunisie,,,,,Hammamet Sud,85,,0,2,,remax,,Hammamet Sud Nabeul Tunisie,https://www.remax.com.tn/listings/85
Hammamet Sud Nabeul Tunisie,,,,,Hammamet Sud,86,,0,2,,remax,,Hammamet Sud Nabeul Tunisie,https://www.remax.com.tn/listings/86
Kélibia Nabeul Tunisie,,,,,Kélibia,191,,1000000,2,,remax,,Kélibia Nabeul Tunisie,https://www.remax.com.tn/listings/191
La Soukra Ariana Tunisie,,,,,La Soukra,195,,1650,2,,remax,,La Soukra Ariana Tunisie,https://www.remax.com.tn/listings/195
Chotrana Ariana Tunisie,,,,,Chotrana,194,,1000,2,,remax,,Chotrana Ariana Tunisie,https://www.remax.com.tn/listings/194
Chotrana Ariana Tunisie,,,,,Chotrana,33,,1092300,2,,remax,,Chotrana Ariana Tunisie,https://www.remax.com.tn/listings/33
Chotrana Ariana Tunisie,,,,,Chotrana,34,,860000,2,,remax,,Chotrana Ariana Tunisie,https://www.remax.com.tn/listings/34
Les berges du lac 1 Tunis Tunisie,,,,,Les berges du lac 1,69,,640000,2,,remax,,Les berges du lac 1 Tunis Tunisie,https://www.remax.com.tn/listings/69
Jabbes Sidi Thabet Ariana Tunisie,,,,,Sidi Thabet,25,,5525,2,,remax,,Sidi Thabet Ariana Tunisie,https://www.remax.com.tn/listings/25
El Menzah 9 El Menzah 9 Tunis Tunisie,,,,,El Menzah 9,71,,830000,2,,remax,,El Menzah 9 Tunis Tunisie,https://www.remax.com.tn/listings/71
Sidi Daoud La Marsa Tunis Tunisie,,,,,La Marsa,122,,4787625,1,,remax,,La Marsa Tunis Tunisie,https://www.remax.com.tn/listings/122
Sidi Daoud La Marsa Tunis Tunisie,,,,,La Marsa,121,,4694550,1,,remax,,La Marsa Tunis Tunisie,https://www.remax.com.tn/listings/121
Sidi Daoud La Marsa Tunis Tunisie,,,,,La Marsa,123,,0,1,,remax,,La Marsa Tunis Tunisie,https://www.remax.com.tn/listings/123
2080 Jardins d’El Menzah2 Tunis Tunisie,1,,,,Jardins d’El Menzah2,15,,415000,2,,remax,,Jardins d’El Menzah2 Tunis Tunisie,https://www.remax.com.tn/listings/15
Gammarth Tunis Tunisie,,,,,Gammarth,15,,1390000,2,,remax,,Gammarth Tunis Tunisie,https://www.remax.com.tn/listings/15
Tigharghar Djerba - Midoun 4116 Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,43,,125000,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/43
Gaïd Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,30,,120000,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/30
Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,110,,2000,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/110
Djerba - Midoun Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,93,,255000,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/93
4116 Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,92,,400,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/92
Djerba - Midoun 4165 Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,129,,320000,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/129
route aghir Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,119,,1300000,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/119
Djerba - Midoun Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,126,,3500,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/126
Djerba - Ajim Médenine Tunisie,Bazim,,,,Djerba - Ajim,122,,680000,2,,remax,,Djerba - Ajim Médenine Tunisie,https://www.remax.com.tn/listings/122
Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,130,,2200,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/130
Djerba - Midoun Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,132,,2500,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/132
Djerba - Midoun Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,131,,2200,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/131
Djerba - Midoun Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,135,,2500,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/135
Djerba - Midoun 4165 Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,134,,315000,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/134
Temlal Djerba - Midoun 4116 Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,52,,900000,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/52
Djerba - Midoun 4165 Djerba - Midoun Médenine Tunisie,Tezdaine,,,,Djerba - Midoun,137,,545000,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/137
Arkou Djerba - Midoun 4116 Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,80,,215000,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/80
Mahboubine Djerba - Midoun 4166 Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,32,,280000,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/32
Yati Route du phare Djerba - Midoun 4116 Djerba - Midoun Médenine Tunisie,,,,,Djerba - Midoun,74,,435000,2,,remax,,Djerba - Midoun Médenine Tunisie,https://www.remax.com.tn/listings/74
Houmt Souk 4118 Djerba - Houmt Souk Médenine Tunisie,,,,,Djerba - Houmt Souk,89,,365000,2,,remax,,Djerba - Houmt Souk Médenine Tunisie,https://www.remax.com.tn/listings/89
Chotrana Ariana Tunisie,,,,,Chotrana,56,,254000,2,,remax,,Chotrana Ariana Tunisie,https://www.remax.com.tn/listings/56
Chotrana Ariana Tunisie,,,,,Chotrana,55,,239000,2,,remax,,Chotrana Ariana Tunisie,https://www.remax.com.tn/listings/55
Oued Ellil Manouba Tunisie,,,,,Oued Ellil,10,,0,2,,remax,,Oued Ellil Manouba Tunisie,https://www.remax.com.tn/listings/10
Ain Zaghouan Tunis Tunisie,,,,,Ain Zaghouan,64,,1150,2,,remax,,Ain Zaghouan Tunis Tunisie,https://www.remax.com.tn/listings/64
Ariana Ville Ariana Tunisie,,,,,Ariana Ville,25,,1000,1,,remax,,Ariana Ville Ariana Tunisie,https://www.remax.com.tn/listings/25
Sidi Bou Said Tunis Tunisie,,,,,Sidi Bou Said,149,,5000,2,,remax,,Sidi Bou Said Tunis Tunisie,https://www.remax.com.tn/listings/149
1090 Jardins de Carthage Tunis Tunisie,,,,,Jardins de Carthage,3,,10000,1,,remax,,Jardins de Carthage Tunis Tunisie,https://www.remax.com.tn/listings/3
Ain Zaghouan Tunis Tunisie,,,,,Ain Zaghouan,70,,360000,2,,remax,,Ain Zaghouan Tunis Tunisie,https://www.remax.com.tn/listings/70
Hammamet Sud Nabeul Tunisie,,,,,Hammamet Sud,84,,450000,2,,remax,,Hammamet Sud Nabeul Tunisie,https://www.remax.com.tn/listings/84
Riadh Landalous Ariana Tunisie,,,,,Riadh Landalous,28,,355000,2,,remax,,Riadh Landalous Ariana Tunisie,https://www.remax.com.tn/listings/28
Sidi Jedidi Hammamet Nabeul Tunisie,MONCHAR,,,,Hammamet,51,,720000,2,,remax,,Hammamet Nabeul Tunisie,https://www.remax.com.tn/listings/51
Nabeul Nabeul Tunisie,,,,,Nabeul,59,,1150000,2,,remax,,Nabeul Nabeul Tunisie,https://www.remax.com.tn/listings/59
Ennasr 1-2 Ariana Tunisie,,,,,Ennasr 1-2,28,,597000,2,,remax,,Ennasr 1-2 Ariana Tunisie,https://www.remax.com.tn/listings/28
La Manouba Manouba Tunisie,,,,,La Manouba,55,,170000,2,,remax,,La Manouba Manouba Tunisie,https://www.remax.com.tn/listings/55
L'Aouina Tunis Tunisie,,,,,L'Aouina,46,,350000,1,,remax,,L'Aouina Tunis Tunisie,https://www.remax.com.tn/listings/46
Zone Industrielle El Meghira Fouchana Ben Arous Tunisie,,,,,Fouchana,62,,120000,1,,remax,,Fouchana Ben Arous Tunisie,https://www.remax.com.tn/listings/62
Raoued 2083 Raoued Ariana Tunisie,,,,,Raoued,2,,150000,2,,remax,,Raoued Ariana Tunisie,https://www.remax.com.tn/listings/2
Djerba - Houmt Souk Djerba - Houmt Souk Médenine Tunisie,,,,,Djerba - Houmt Souk,2,,1161150,2,,remax,,Djerba - Houmt Souk Médenine Tunisie,https://www.remax.com.tn/listings/2
Zone Industrielle El Meghira Fouchana Ben Arous Tunisie,,,,,Fouchana,61,,200000,1,,remax,,Fouchana Ben Arous Tunisie,https://www.remax.com.tn/listings/61
Radès Plage Radès Ben Arous Tunisie,,,,,Radès,59,,471750,2,,remax,,Radès Ben Arous Tunisie,https://www.remax.com.tn/listings/59
Djerba - Houmt Souk Djerba - Houmt Souk Médenine Tunisie,,,,,Djerba - Houmt Souk,97,,585000,2,,remax,,Djerba - Houmt Souk Médenine Tunisie,https://www.remax.com.tn/listings/97
